id,category,filtered,content,summary,prompt_filter_result,completion_filter_result,content_safety_result
1099,['Politics'],True,전라도는 대통령도 따로뽑고 전라자치국해라 피에 콜레스테롤이 많은지 전나 끈끈해,,,"{'hate': {'filtered': True, 'severity': 'high'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1100,['Gender'],False,보를만들기전에는 우리나라가 홍수나 가뭄에 뭐가 죽어나갔냐?뭘책임져 틀딱아?,보를 만들기 전에는 홍수와 가뭄으로 인해 많은 피해와 피해자가 있었다.,{},{},
1101,['Not Hate Speech'],False,소시 할리데이같네 발랄한곡이면좋겠다 박진영이 트와이스만큼 음원에 신경좀 썻으면,"소시와 할리데이처럼 발랄한 곡이 좋겠고, 박진영이 트와이스만큼 음원에 신경 써줬으면 좋겠다는 의견.",{},{},
1102,"['Age', 'Gender']",True,반동이랑 사회주의랑 뭔 상관 ? ㅋㅋ 틀딱새키들 그냥 나오는 대로 씨부리네,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1103,['Not Hate Speech'],True,손준호씨 눈이 원래 이렇게 생겼었나요? 쌍수한거같은....?,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1104,"['Politics', 'Religion']",True,달을 가리키는데 손가락만 보는 한국남자들ㅋㅋㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1105,['Not Hate Speech'],False,인연이 아니면 십여년가까이만나도 헤어지더라. 서로 다시 좋은사람만나면되지뭐. 힘내요,"인연이 아니면 오랜 만남도 끝나고, 새 사람 만남으로 극복하라는 위로.",{},{},
1106,['Age'],True,니들팬들도 정상은아니지.도둑년들만 팬인가 어딜도용해,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1107,['Not Hate Speech'],True,너무예쁜데. 성형해서 저얼굴 나오면 하겠다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1108,"['Age', 'Gender']",True,늙은이 또 지롤하네 아갈다물고 임기끝까지 아무것도하지마라,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1109,['Not Hate Speech'],True,20대 남자들에게 지지받지 못하는 자는 군통수권자의 자격이 없다.,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1110,"['Origin', 'Religion']",True,진짜 수지 부러워하는사람 많네 이 꿍꽝님들 수지는 깔게 없답니다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1111,['Not Hate Speech'],True,허경화이~ 하차하면 아니아니 아니되오~,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1112,['Not Hate Speech'],False,이수근의 유머 감각은 신의 경지다,이수근의 유머 감각이 뛰어남.,{},{},
1113,"['Gender', 'Religion']",True,아들이 닳고 닳은 늙은상폐녀랑 결혼한다고 하면 내가 부모라도 때려패서라도 말림 ㄹㅇ ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1114,['Physical'],True,저게 다 맹바기가 싼똥에다 닭그네가 설사한것임,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1115,['Not Hate Speech'],False,조용히 요란스럽지않게 잘 사귀더니 좋은소식. 추카해요,조용히 잘 사귀다가 좋은 소식을 축하한다.,{},{},
1116,"['Gender', 'Religion']",True,미남미녀상폐녀야수조합이네,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1117,['Physical'],True,문재앙일당은 북으로 망명안하냐?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1118,['Not Hate Speech'],True,병주고 약주고 나팔불고 제정신인지 묻고싶다.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1119,['Physical'],True,저런애들이 대부분 ㅁㅈㅇ 뽑았겠지??,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1120,['Not Hate Speech'],False,퍄 42.195km 마라톤같은 인생에서 남들보다 30km는 앞서서 출발하는 딴따라 금수저 아니냐?! 부럽다. 부러워서 미칠거 같다 진짜.,인생에서 남들보다 앞서 출발하는 부러움과 부러움에 대한 감정.,{},{},
1121,['Origin'],False,얼굴이 더 커진듯;;;;,얼굴이 더 커진 것 같다.,{},{},
1122,['Gender'],True,틀닥들은 청와대 안가나.?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1123,['Not Hate Speech'],True,그걸 페미들이 하는거고 우리는 그냥 유행인줄 알고 따라 한거에욧 빼애애액,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1124,['Religion'],True,어찌? 잘주는애가 성접대지? 남자들 흔한대화아냐? 성매매는 원래주는데잖아!!!!!!,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1125,['Not Hate Speech'],True,추운 손으로 랄부 만지는게 개이득,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'low'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1126,['Not Hate Speech'],False,이거 송중기가 할려다만 드라마였는데....잘피했네....,송중기가 하려던 드라마였는데 잘 피했다.,{},{},
1127,['Not Hate Speech'],False,ㅉ,"문장 (Content): ㅉ  
요약 (Summary): 무의미한 표현 또는 무시의 의미를 담은 소리.",{},{},
1128,['Not Hate Speech'],False,관리된 배우 김남주...보기좋고 멋있다. 프로의 자세란 저런것...,김남주의 멋지고 보기 좋은 모습과 프로다운 자세를 칭찬하는 내용.,{},{},
1129,['Not Hate Speech'],True,ㅋㅋ 티 엄청나 니가 쓴글 읽어봐 갱상도 사투리 오지구요 ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1130,['Age'],True,동인천 텐동은 존나 거품임,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}",
1131,['Physical'],True,어쩐지이 처음부터 재수없다했더니 역시나 자한당패거리였네,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1132,"['Politics', 'Religion']",True,한국은 남자들이 문제야,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1133,['Not Hate Speech'],False,미안합니다......제발 좋은곳 가세요,사과하며 좋은 곳으로 가시길 바라는 말.,{},{},
1134,"['Gender', 'Religion']",True,더럽다 ;;;; 여자나이 35넘으면 그냥 폐기물 아닌가 ;;;남배우불쌍,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1135,['Not Hate Speech'],False,백방 또 어디안좋다해서 퇴소했다가 귀신같이 공익드간다.,백방이 건강 문제로 퇴소했지만 다시 공익근무로 돌아감.,{},{},
1136,['Not Hate Speech'],True,"전라도 여자들이 싹싹하던데 , 수지가 전라도 출신이라서 김동욱한테 무척 잘해줄듯, 경상도 여자들은 드세고 억세고 기가세고 , 충청도 여자는 음흉한게 있고 ,",,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1137,['Not Hate Speech'],False,선예 여전히 이쁘네 ^^,선예가 여전히 예쁘다.,{},{},
1138,['Not Hate Speech'],False,생긴대로 논다..라는걸 보여주네,생김새에 따라 행동하는 모습을 보여줌.,{},{},
1139,['Age'],True,존나 비호감... 이미지변신 시도하나본데 넌영원히 비호감이야,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1140,['Not Hate Speech'],True,너무들하네 공인이라도 잣대가너무엄격한거아니냐 정확한사실도모르면서 기사뜬거보고냄비근성처럼 너도나도 물고늘어지는거,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1141,['Not Hate Speech'],True,타노스는 솔직히 이길 히어로없음 하양해야됨,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1142,['Religion'],False,ㅋㅋㅋ쉴드보소 누가 댓글 많이 달았나 보니 끄덕끄덕,댓글이 많아 공감하는 모습.,{},{},
1143,['Not Hate Speech'],False,추신수 가족 보고 싶을꺼야,추신수 가족이 보고 싶다.,{},{},
1144,"['Physical', 'Gender']",True,문베충틀딱들 ㅂㄷㅂㄷ꿀잼,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1145,['Age'],True,지애비 죽으니 오는것봐. 지랑 나이비슷한 피해자애들 생각은 안했지?? 딸년도 똑같음.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1146,['Not Hate Speech'],True,긍께집안청소안하는여자는 이중인격이다? 이뜻?,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1147,['Not Hate Speech'],True,지겹다.나영석이 잘되니까 같은 컨셉이 난무.셀프 카피도 지겹고 다른 프로에서 따라 만드는 것도 지겹고.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1148,['Physical'],True,문재인 해야지 안하면 그게 사람이냐 ㅋ 짐승이지,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1149,"['Origin', 'Religion']",True,ㅋㅋㅋㅋㅋ쿵쾅이들 열폭중,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}",
1150,['Not Hate Speech'],True,여자 몸 장사하는것은 저질 아닌가?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1151,['Not Hate Speech'],True,듣도보도못한 아이돌이 왕따도 시키네 ㅎ 티아라급도 아니면서,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1152,['Not Hate Speech'],True,전출 ? 내몸에 묻은 똥냄새 어디가도 냄새나는데?,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'low'}",
1153,['Politics'],True,증권가에 싸이코들 많은 모양.,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1154,['Origin'],False,주댕이 발로 차버리고 싶게 생김,말이 거칠고 공격적으로 보임,{},{},
1155,"['Physical', 'Age']",True,어디 대가리깨진 대깨문련놈들 대가리봉합해주실 화타안계신가...,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1156,"['Physical', 'Age']",True,대한민국분탕질 아베의개돼지새끼들자한당일본걸레들,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1157,['Religion'],True,네 다음 꼴페미,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1158,['Gender'],True,틀딱이들 아직도 틀니 딱딱소리내면서 부들부들하죠~?,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1159,['Religion'],True,여자의 적은 여자인건가 여자들 댓글 비난 오지네요.결혼했다는데 축하해주믄 안되냐,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1160,['Not Hate Speech'],False,술집차리면 되겄네,술집을 열면 되겠다.,{},{},
1161,['Origin'],True,전현무가 아깝다. 전현무는 돈많이버는 방송인..한혜진은 못생기고 걍 보통 연예인... 내가 전현무라면 한혜진과 안사귈텐데,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1162,"['Physical', 'Gender']",True,지역감정을 김대중이?? 틀딱들 개논리펼치네... 박정희 전두환아니냐 ㅆㄹㄱ들,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1163,['Gender'],False,나잇값 좀 해라ㅋㅋㅋㅋ,무례하거나 예의 없는 행동을 삼가라는 의미.,{},{},
1164,['Not Hate Speech'],False,목숨ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃음만ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,웃음이 가득한 가벼운 표현.,{},{},
1165,['Not Hate Speech'],True,기독교나 저거나 내가봤을 땐 똑같혀 ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1166,"['Politics', 'Physical']",True,역시 전라도 출신은 문재앙 정권에서는 승승장구 하는구나,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1167,['Not Hate Speech'],True,아 응애에요. 가수협회말고 태극기집회회장해라. 거기 가입한 가수들이 불쌍하다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1168,['Not Hate Speech'],False,세찌가처음일까?,세찌가 처음인지 궁금함.,{},{},
1169,['Not Hate Speech'],False,역시 원조 슈퍼모델 해외를 휩쓴 최초 한국모델 한혜진 넘 대단한모델 최고다,한혜진은 해외에서 활약한 최초의 한국 슈퍼모델로 매우 뛰어난 모델이다.,{},{},
1170,['Not Hate Speech'],True,피디 보고있나요 2부에 남창희 고재근 나오는거 분량 줄이던지 없애는게 진심으로 좋아보입니다. 한가지 컨셉만 하세요. 초중반 재밌었어요.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1171,['Profanity'],True,신천지 사회악이다. 사회에 폐끼치는 사이비는 해산시키자,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1172,['Not Hate Speech'],False,추리의여왕 시즌2 새로운캐릭터로돌아온다니 이것도 기대하고있을께요,추리의여왕 시즌2의 새로운 캐릭터 등장 기대.,{},{},
1173,['Not Hate Speech'],False,둘이 사귀는거 맞네..,두 사람이 연애 중임을 확인함.,{},{},
1174,['Not Hate Speech'],False,듣보라 못알아보니까 대중교통 이용해도 될듯요,대중교통 이용 가능할 것 같음,{},{},
1175,"['Gender', 'Religion']",True,남 씹는데는 절대 안빠지는 아줌마들..주워들은 얘기를 자기가 본것처럼 얘기하는거 소름끼침.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1176,['Not Hate Speech'],True,구원파신도 1명 늘었네요,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1177,['Not Hate Speech'],False,한끗다른 감성을지닌 목소리 위로받고있어요 꽃길만 걷길바래요~^^,감성적인 목소리로 위로받으며 꽃길만 걷길 바라는 마음을 전함.,{},{},
1178,['Not Hate Speech'],True,펭수 생김새 극혐...난 무서워,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1179,['Not Hate Speech'],False,혹시몰라..몸조심하세요의원님 ㅡ,의원님께 몸조심하시라는 말.,{},{},
1180,"['Origin', 'Religion']",True,메퇘지 하산시즌이냐? 돼지우리 대탈출 ㅆㅅㅌㅊ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1181,['Gender'],True,무조권 정권탓만하는 꼰대 딱충들,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1182,['Not Hate Speech'],True,수고하셨어요....미꾸라지 한마리 때문에 흙탕물을 만들 필요는 없지요^^,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1183,['Not Hate Speech'],False,제발 솜방망이처벌에서 벗어났음.... 처벌 좀 강화 해 달라고!!!,처벌 강화를 요청하는 내용.,{},{},
1184,['Not Hate Speech'],False,아니 요즘 왜 자꾸 나옴?,요즘 자주 나타나는 이유가 궁금함.,{},{},
1185,['Not Hate Speech'],False,수작부리지마라,무리하게 꾸미거나 꾸미지 말라는 말.,{},{},
1186,['Age'],True,ㅅㅂ 토나오니까 그냥 찌그러져있음 안되냐? 후...역겹다 진심,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1187,['Not Hate Speech'],True,첫째는 언제 낳앗데 시간 참 빠르네~~아들 딸 좋당,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'high'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1188,['Not Hate Speech'],False,저거 코에 고양이 어플아는사람,고양이 관련 앱을 사용하는 사람을 언급하는 내용입니다.,{},{},
1189,['Physical'],True,대깨문들이 찌질이겟지 쑤레기야,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1190,['Not Hate Speech'],False,다리만 수술하지 다른데까지해서 몰라봄남자셋 여자셋 재미있게봤는데,"남자셋 여자셋을 재미있게 봤으며, 다리 수술 외에 다른 부분도 수술해서 몰라보게 됨.",{},{},
1191,['Physical'],True,문적폐정부는 쓰래기하치장인가?? 어떻게 쓰래기들만 죄다 모아놓냐,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1192,['Not Hate Speech'],True,강식당 해외 한번가자. 윤식당보고 답답해,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1193,['Not Hate Speech'],False,정말모하는게모니? 연기잘하네,상대방이 연기를 잘하는 것에 놀라며 무엇을 하는지 궁금해하는 말.,{},{},
1194,['Not Hate Speech'],True,백인종 황인종 흑인종 그리고 관x,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1195,['Physical'],True,더러운 딴따라들과 함께라면 어떤 일이든 다 할 수 있는 더민주클라쓰,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1196,['Not Hate Speech'],False,호랑이는 굶어도 풀을 뜯지 않는다,호랑이는 굶어도 초식을 하지 않는다.,{},{},
1197,['Origin'],True,근데 왜 우리나라에서는 인기 없냐? 못생겨서 그런가,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1198,['Gender'],False,20-30년전은 너무 갔네요 솔직히 10년전만해도 얫날입니다. 2000년대 중후반으로 부탁드릴게요 틀딱좀 거르고 합시다,"2000년대 중후반이 더 적절하며, 10년 전이 더 중요하다고 생각함.",{},{},
1199,['Physical'],True,"사이코패스 대통령, 2030이 아니라 전국민이 분노한다",,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1200,['Not Hate Speech'],False,기자가 지디팬인가부네~,기자가 지디 팬인 것 같다.,{},{},
1201,['Not Hate Speech'],True,이누나 마리텔보니까 주책맞긴한데 깔거리는 없다,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1202,['Politics'],True,대한민국에는 너무 도라이들이 많다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1203,['Not Hate Speech'],True,김미화 김제동 처럼 정치 얘기하면 일거리 많이 생길텐데 안타깝네~,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1204,"['Origin', 'Age']",True,생긴게 좆국이같이생겼다. 우엑,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1205,['Not Hate Speech'],False,정치하는 목사가 목사냐 정치인이지,목사가 정치에 참여하는 것이 적절한지에 대한 질문.,{},{},
1206,['Not Hate Speech'],False,연기하냐,연기하는지 묻는 질문,{},{},
1207,['Not Hate Speech'],False,고현정보다 훨씬 낳다^^,고현정보보다 훨씬 낫다.,{},{},
1208,['Politics'],True,기러기들은 참 한결같이 쓰레기,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1209,['Age'],True,저 18 가게 어딘지 안다.. 동네에 소문내야지 18,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
1210,['Not Hate Speech'],True,이쁘긴한데....성형을 너무많이해서...,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1211,['Religion'],True,여기 댓글 평생 애인없어서 연예인이나 빠는 모쏠 빠수니들이 단체로 몰려왔나봄,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1212,['Politics'],True,이판사판이다 앞으로 쪽바리 비행기 보이는 즉시 격추다,,{},"{'filtered': True, 'category': 'violence', 'severity': 'medium'}",
1213,['Not Hate Speech'],False,구릿빛 내인생...,구릿빛 인생에 대한 이야기 또는 인생의 아름다움과 깊이를 표현하는 내용.,{},{},
1214,['Age'],True,애들 1명이라도 걸리면 조오 ㅅ 될 듯 한데,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1215,['Not Hate Speech'],False,의외네? 전드라마에서 커플연기로는 더잘어울리고 뭔가있다생각했는데 연애는 참모르는거다,"드라마 속 커플 연기로는 잘 어울렸지만, 실제 연애는 잘 모른다는 의미.",{},{},
1216,"['Origin', 'Age']",True,좆중똥 가서 놀아라 아그야,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1217,['Not Hate Speech'],False,안효섭 개섹시하게 생김... 몸도 얼굴도 남주혁 닮았다 ㅠ,안효섭이 남주혁을 닮아 섹시하고 잘생겼다.,{},{},
1218,['Not Hate Speech'],True,못생긴 기준은뭔데??,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
