id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
1087,['Physical'],False,북한석탄.김경수.리비아 납치.메르스덥을려는 좌파정권의 개수작아니냐 ㅋㅋㅋㅋ,"북한 석탄, 김경수, 리비아 납치, 메르스 등을 언급하며 좌파 정권의 음모를 비판하는 내용입니다.",{},{}
1088,['Not Hate Speech'],False,"""사람 감금하고 겁박하고 있는데 뺨만 만질게 아니라 옷을 벗겨서라도 탈출해야한다!!!""","사람을 감금하고 위협하는 상황에서, 단순히 뺨을 만지는 것이 아니라, 옷을 벗겨서라도 탈출해야 한다는 내용입니다.",{},{}
1089,['Religion'],False,호러 스릴러 코믹에 이제 로맨스까지 슬슬 나오면 더 꿀잼일듯ㅋ,"호러, 스릴러, 코믹 장르에 로맨스가 추가되면 더 재미있을 것 같다는 의견입니다.",{},{}
1090,"['Physical', 'Gender']",False,"""벌레와 자한당 틀딱이들 벌 받을것이다""",벌레와 자한당 틀딱이들이 벌을 받을 것이라는 내용입니다.,{},{}
1091,['Not Hate Speech'],False,1도 관심없다,관심이 전혀 없다.,{},{}
1092,['Not Hate Speech'],False,재인아 도망가!!!! 걔는 진짜 아니야ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,재인에게 도망가라고 경고하는 내용입니다. 상대가 진짜가 아니라고 강조하고 있습니다.,{},{}
1093,['Not Hate Speech'],False,전라도 사람이라 그런듯,전라도 사람이라는 점이 영향을 미친 것 같다.,{},{}
1094,['Politics'],False,"""착한짱깨는 죽은짱개들뿐이다""","요약: ""착한 짱깨는 죽은 짱개들뿐이다""는 착한 사람은 존재하지 않음을 암시하는 표현이다.",{},{}
1095,['Not Hate Speech'],False,살좀쪄라 선미야,선미에게 살을 좀 찌라는 내용입니다.,{},{}
1096,['Not Hate Speech'],False,한혜진 연기가 미니 주연급 맞나요?,한혜진의 연기가 미니 주연급인지에 대한 질문입니다.,{},{}
1097,['Not Hate Speech'],False,10년전에 당한일을 왜 지금까지 질질 끌다가 딱 김생민 잘나가려던 찰나에? 신기방기,"10년 전에 있었던 일을 왜 지금까지 끌어오고, 김생민이 잘 나가던 시점에 터뜨렸는지 의아하다는 내용입니다.",{},{}
1098,['Politics'],False,"""한심한 대한민국 미개인들""","요약: ""대한민국의 미개한 사람들""",{},{}
1099,['Not Hate Speech'],False,니들 살면서 욕한번 안하고 엄창 한번 안해봤냐?오지랖퍼들 가지가지 한다,"사람들이 욕을 하지 않고 살 수 있는지 의문을 제기하며, 타인의 간섭을 비판하고 있다.",{},{}
1100,['Not Hate Speech'],False,와.. 나이를 먹어도 아기엄마가 되도 미모는 여전하네..너무 예뻐요~,나이를 먹고 아기엄마가 되어도 여전히 아름답다는 칭찬입니다.,{},{}
1101,['Physical'],False,"""자한당 쪽바리들이 일본에 대해 싹 입닫고 있는 꼬라지 봐라""",자한당이 일본에 대해 침묵하고 있다는 비판이 담긴 문장입니다.,{},{}
1102,['Not Hate Speech'],False,뭘 이런 수염난 남자같은사진을 굳이찾아올리노 이쁘더만,수염난 남자의 사진을 굳이 찾아올리는 이유가 궁금하다는 내용입니다.,{},{}
1103,['Origin'],False,와 겁나 못생겼다,못생겼다는 표현이 사용되었다.,{},{}
1104,['Not Hate Speech'],False,미국 사람인데 굳이 마동석이라고 해야하나요 돈리라고하는게 맞지,미국 사람인데 마동석 대신 돈리라고 부르는 것이 맞다는 내용입니다.,{},{}
1105,['Not Hate Speech'],False,"""20 대 남성들 단결력 멋진데~""",20대 남성들의 단결력이 뛰어나다.,{},{}
1106,['Not Hate Speech'],False,"""ㅋㅋㅋ 무위고에 시달리는 할매 할배들 마니 왔네""","요약: ""무위고로 고생하는 노인들이 많이 왔다.""",{},{}
1107,['Not Hate Speech'],False,신세경너무이뻐요ㅠㅠ 하백의신부에서도진짜이뻤어요!,"신세경이 너무 예쁘고, '하백의 신부'에서도 정말 예뻤다는 내용입니다.",{},{}
1108,['Physical'],False,이건 다 문재앙이랑 조국 때문임 반박 시 좌줌마 ㅅㄱ,문재인과 조국이 문제의 원인이라는 주장과 반박에 대한 언급이 포함되어 있습니다.,{},{}
1109,"['Origin', 'Age']",False,"""돼지ㅅㄲ가 백마는 무슨 ㅅㅂ 멧돼지나 어울리지""","요약: ""돼지는 백마와 어울리지 않고 멧돼지와 더 잘 어울린다.""",{},{}
1110,['Religion'],False,티파니는 루머까지 만들어 매장시키고 범죄자 보다 더한 일을 당했는데 이분은 댓글이 왜이리 유연하지? 남자라 그런가?,"티파니는 루머로 인해 심각한 피해를 입었고, 댓글에서 남성에 대한 편견이 드러나고 있다.",{},{}
1111,['Age'],False,아직도 이러네... 이새키는...,이 사람은 여전히 같은 행동을 하고 있다.,{},{}
1112,['Not Hate Speech'],False,"""60대 취업률 ㅋㅋ 눈속임수준인데 이정도면?""",60대 취업률이 매우 낮아 실망스럽다는 내용입니다.,{},{}
1113,['Politics'],False,"""참... 이란 애들 단순하네.. 딱 죠센징 스타일이구만 ... ㅋㅋ ...""","요약: ""이 아이들은 단순하고, 전형적인 한국 스타일이다.""",{},{}
1114,['Not Hate Speech'],False,온갖 비위는 다 맞추는구나,온갖 비위를 잘 맞춘다.,{},{}
1115,['Physical'],False,"""자한당것들아 니들이 해체해야 이 나라가 산다. 친일에 쪽바리 양아치 집단""",자한당이 해체되어야 나라가 살 수 있다는 주장과 친일 세력에 대한 비판이 담겨 있다.,{},{}
1116,['Gender'],False,"""박쥐원이 그 썩은 틀딱좀 쓸어버려라 ㅋㅋ""",박쥐원이 썩은 틀딱을 없애라는 내용입니다.,{},{}
1117,['Origin'],False,뚱뚱하고 못생긴 애들은 제발 이쁜애들 그만 괴롭혀라,못생기고 뚱뚱한 아이들은 예쁜 아이들을 괴롭히지 말라는 내용입니다.,{},{}
1118,['Age'],False,"""요넘으🐕🐦🐇대갈팍 굴리는거 봐라...""","""요넘으 대갈팍 굴리는거 봐라...""는 누군가가 대갈팍을 굴리는 모습을 보고 놀라거나 재미있어하는 감정을 표현한 문장입니다.",{},{}
1119,['Not Hate Speech'],False,요새 국민청원 유행마치 북한의 인민재판같음.,요즘 국민청원이 북한의 인민재판처럼 유행하고 있다는 내용입니다.,{},{}
1120,['Politics'],False,비열하게 가족은 건들지 맙시다한국인들 남의 일에는 비열하고 치사스럽기 짝이 없네요,"가족을 건드리지 말고, 남의 일에 비열하게 개입하는 한국인들의 태도를 비판하는 내용입니다.",{},{}
1121,['Age'],False,아주 지랄 똥을 싸네,상황이 매우 혼란스럽거나 불쾌하다는 표현입니다.,{},{}
1122,['Physical'],False,좌좀영화 택시운전사 꼭 발라버리길,좌좀영화인 '택시운전사'에 대한 비판적인 의견을 표현하고 있습니다.,{},{}
1123,['Not Hate Speech'],False,한번 흑인한테 가면 못 돌아온다.,흑인에게 가면 돌아올 수 없다는 의미입니다.,{},{}
1124,['Not Hate Speech'],False,이명박 데뷔 축!,이명박의 데뷔를 축하하는 내용입니다.,{},{}
1125,['Age'],False,밑에 댓글 모음 보니 프로불편러 찐따 새끼네 ㅋ,댓글을 보니 불편을 호소하는 사람들이 비웃음을 사고 있다.,{},{}
1126,['Not Hate Speech'],False,말라서 훨 이뽀보여요^^,말라서 더 예뻐 보인다는 내용입니다.,{},{}
1127,['Not Hate Speech'],False,"""박근혜가 욕먹을줄 알고도 왜 위안부 협상했는지 지금 알겠네""",박근혜가 비판을 받을 것을 알면서도 위안부 협상을 진행한 이유를 이해하게 되었다.,{},{}
1128,['Not Hate Speech'],False,할매들 단체 출연...ㄷㄷ..,할머니들이 단체로 출연했다는 내용입니다.,{},{}
1129,['Not Hate Speech'],False,"""응 휴지한개 없슴 단 한개도 없더라""","요약: ""휴지가 하나도 없다.""",{},{}
1130,['Not Hate Speech'],False,생긴대로 논다,생긴 대로 행동한다는 의미입니다.,{},{}
1131,['Not Hate Speech'],False,진짜 ㅁㅊ~^^♡,진짜 미쳤다!,{},{}
1132,['Not Hate Speech'],False,볼수는 있으려나?,볼 수 있을까?,{},{}
1133,['Not Hate Speech'],True,엄마얼굴봐봐 저분도 동안이고 장나라는 초동안,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
1134,"['Politics', 'Origin']",False,"문세윤 닮은 김포돼지가 러시아 여자한테 취향이? 러시아여성을 부인으로 두신 남편분들? 각별히 주의요망, 팔짱은 무엇? 담배피면서 히히덕거리기 무엇? 부인분 앙탈떠는거 무엇?조선족과 콤비되어 같이 꼬시네?ㅋㅋ남편분들 관리요망 ㅋㅋ얼마전엔 같은 러시아교포3세랑 썸씽있었더만, 그사람 짤리니, 이젠 돼지가? ㅋㅋㅋㅋㅋㅋㅋ김포의 국제결혼한 러시아여성 남편분들 , 이거 심각한데요. ㅎㅎ김포 ㅋㅋ 가뜩이나 호남사람들이랑 조선족들 많아서, 동네도 쑤레기인데 ㅋㅋ뇌속에 돈이랑 사람얼굴밖에 없어 ㅋ 한참 뒤쳐진 종족들 ㅋ에휴 경기도 똥포시ㅋ","김포에서 러시아 여성과 결혼한 남편들에게 주의가 필요하다는 내용이다. 남편들이 러시아 여성의 행동에 대해 농담을 하며, 김포의 국제 결혼에 대한 비판적인 시각을 드러내고 있다. 전체적으로 김포의 사회적 상황과 결혼에 대한 우려가 담겨 있다.",{},{}
1135,['Not Hate Speech'],False,얼굴이 연옌느낌이안나,얼굴이 연예인 같지 않다.,{},{}
1136,['Profanity'],False,"""신천지 니들은 반드시 천벌을 받을기다 하나님이 용서치 않을거야""","신천지는 반드시 천벌을 받을 것이며, 하나님이 용서하지 않을 것이라는 내용입니다.",{},{}
1137,"['Age', 'Gender']",False,"""씹소리 하지마라 틀딱아""","요약: ""씹소리 하지 마라""는 표현으로, 상대방에게 불쾌감을 주지 말라는 의미가 담겨 있다.",{},{}
1138,['Not Hate Speech'],False,부화뇌동하는 방송국넘들. 어떤 정권에서건 빠는구나.,방송국이 어떤 정권에서도 편향된 태도를 보인다는 내용입니다.,{},{}
1139,['Physical'],False,빨갱이 정권의 빨갱이 순화용 드라마 인가 하면서 본다,빨갱이 정권의 드라마를 비판적으로 바라본다.,{},{}
1140,"['Politics', 'Religion']",False,한녀 메갈들의질투로 일이 커짐,한녀 메갈들의 질투로 상황이 악화되었다.,{},{}
1141,['Not Hate Speech'],False,박중훈 연기 내가 볼 떈 잘한다고 생각함. 나쁜녀석들2 갈수록 재밌어지네요. 몰입감 최고입니다.,"박중훈의 연기가 좋고, '나쁜녀석들2'가 점점 더 재미있어지며 몰입감이 최고라고 생각합니다.",{},{}
1142,['Not Hate Speech'],False,"""맘카페 좌파아줌마들 유니클로 반대 외치면서 온라인으로 몰래 구매한다하던데 ㅋㅋㅋ""",맘카페의 좌파 아줌마들이 유니클로 반대 외치면서도 온라인으로 몰래 구매한다는 내용입니다.,{},{}
1143,"['Gender', 'Religion']",False,"""우리 할아버지 6.25때 돌아가셨는데? 왜 이건 사과안하냐 북괴 추종자 틀딱맘충들아""",할아버지가 6.25 전쟁 때 돌아가셨다는 내용과 북괴를 지지하는 사람들에 대한 비판이 담겨 있습니다.,{},{}
1144,['Physical'],False,"""지금 대깨문, 조선족들 댓글조작을 실시간으로 보고 계십니다.""",대깨문과 조선족들이 댓글 조작을 실시간으로 하고 있다는 내용입니다.,{},{}
1145,['Not Hate Speech'],False,재규어 cf모델 아닌가? 진짜 박사였어?,"재규어가 cf모델인지, 진짜 박사인지에 대한 질문이다.",{},{}
1146,['Not Hate Speech'],False,이태임♡,이태임에 대한 내용입니다.,{},{}
1147,['Not Hate Speech'],False,행복하셈,행복하세요.,{},{}
1148,['Not Hate Speech'],False,아니 땐 굴뚝에 연기 나랴???,요약: 아무 이유 없이 문제가 발생하지 않는다는 의미입니다.,{},{}
1149,['Age'],False,별것도 아닌거 가즈고 지랄이야 빠순이들아,별것도 아닌 일에 과도하게 반응하는 팬들을 비판하는 내용입니다.,{},{}
1150,['Not Hate Speech'],False,"""한남 드립 치는애들 전부 제정신이냐?""","""한남 드립을 하는 사람들은 모두 정상인가?""",{},{}
1151,['Age'],False,남자가 남자권리 주장할 수 있듯이 여자가 여자권리 주장하고 찾겠다는데 띠럴이여ㅡㅡ,"남자도 남자 권리를 주장할 수 있는 것처럼, 여자도 여자 권리를 주장할 수 있다는 내용입니다.",{},{}
1152,['Not Hate Speech'],False,김윤석은 솔직히 인성도 그다지 좋지 않고 연기도 타짜 이후로는 별거 없던데 매번 주연이야..오히려 연기는 류승룡이 훨 잘하던데..라스가 많이 보고 인기 프로다 보니까 이미지가 많이 추락한거지..7번방 선물 이미지가 확깼자나..연기로는 깔게 없다..그냥 신경쓰지말고 연기에 전념하시길,"김윤석은 인성이 좋지 않고, 연기력도 타짜 이후로 별로라는 의견이 있다. 류승룡이 더 잘한다는 의견도 있으며, 인기 프로그램 출연으로 이미지가 나빠졌다는 지적이 있다. 연기력은 문제없지만, 더 집중하라는 조언이 있다.",{},{}
1153,['Not Hate Speech'],False,진짜..김래원 당신이란 남자...♡,김래원에 대한 감탄과 사랑을 표현한 문장입니다.,{},{}
1154,['Origin'],False,"""쟨 인권받을 얼굴도 행실도 아닌거같은데ㅋㅋ 성폭력범 와꾸좀 알고 피해살자~~~""","인권을 받을 자격이 없다고 생각하며, 성폭력범에 대한 경각심을 강조하는 내용입니다.",{},{}
1155,['Gender'],False,"""네 다음 틀딱 꼰대""","요약: ""너는 다음 세대의 꼰대가 될 것이다.""",{},{}
1156,['Origin'],False,다니엘보다 지담이가 훨아깝다. 눈도 쪼끄매가지고 맹박이닮은게 뭐가멋있다고 빠는지 ㅋㅋㅋ 화장했는데도 그눈이면 쌩얼은 거의 단추구멍일듯,"지담이가 다니엘보다 더 매력적이라는 의견이지만, 그의 작은 눈이 매력적이지 않다고 비판하고 있다. 화장을 해도 눈이 작아 쌩얼이 더 안 좋을 것이라는 의견을 담고 있다.",{},{}
1157,['Not Hate Speech'],False,한혜진 아는 척 조지고 로맨스 그 프로부터해서 너무 비호감이다 이시언 무시하는거같은 행동 좀 그만하시구요,"한혜진의 행동이 비호감이며, 이시언을 무시하는 것 같아 그만하라는 내용입니다.",{},{}
1158,['Not Hate Speech'],False,89 들은 안다 미나의 매력을 ^^,안다 미나의 매력을 89가 알고 있다.,{},{}
1159,['Physical'],False,"""자국민을 위한 정부 vs 중국의 속국이 되고싶은 정부""",요약: 자국민을 위한 정부와 중국의 속국이 되고자 하는 정부의 대립을 나타낸다.,{},{}
1160,['Not Hate Speech'],False,지금 이대로가 좋아 나혼자산다 나오지마,지금의 상태가 좋으니 혼자 있고 싶다는 내용입니다.,{},{}
1161,['Not Hate Speech'],False,우익논란에 성상품화에 인성에 논란 많은 일본 걸그룹 나오는 프로입니다 보면 안돼요. 볼거면 한국 연습생들 나오는 방송만 보세요,"일본 걸그룹 관련 논란이 많으니, 그 프로그램은 보지 말고 한국 연습생들이 나오는 방송만 보라는 내용입니다.",{},{}
1162,['Not Hate Speech'],False,딴건몰겠고 진짜 안늙네,요약: 나이가 들어도 변하지 않는 모습이 인상적이다.,{},{}
1163,['Age'],False,개인 소장용으로 쳐 만들어 니둘둘이 쳐봐라,개인 소장용으로 만들어 보라는 내용입니다.,{},{}
1164,['Not Hate Speech'],False,제목만 보면 '괴물' 같은 영화일 줄 알았는데 가족드라마라니;;;,제목은 '괴물' 같지만 실제로는 가족 드라마이다.,{},{}
1165,['Not Hate Speech'],False,악플러들 전부 패미거나 흉자거나... 남자들은 설리 악플을 쓸 이유가 없음,"악플러들은 대부분 패미니스트나 흉악한 사람들이며, 남자들은 설리에 대한 악플을 쓸 이유가 없다는 내용입니다.",{},{}
1166,['Religion'],False,댓글에 썩은내 나는 생리충 몇십마리 보인다 보여 자나깨나 생리충 조심,"생리충에 대한 경고가 담긴 댓글로, 생리충에 주의하라는 내용입니다.",{},{}
1167,['Profanity'],False,"""중국: 야 이건 내가 생각해도 좀.....""",중국: 이건 내가 보기에도 좀 이상하다.,{},{}
1168,"['Origin', 'Age']",False,"""눈꼬리 쳐지고 착하고 순진하게 생긴놈들중 쓰레기 아닌놈년 못봄 남자는강간 여자는 바람""","요약: 착하고 순진하게 보이는 사람들 중에는 쓰레기 같은 사람밖에 없으며, 남자는 강간하고 여자는 바람을 피운다는 내용입니다.",{},{}
1169,"['Age', 'Gender', 'Religion']",False,대가리에 총맞은 30대 늙은 ㅃr순이련들.. 남편하고 자식이 불쌍하다 ㅋㅋㅋㅋㅋㅋ,30대 여성들이 남편과 자식에게 불쌍하다는 내용입니다.,{},{}
1170,['Gender'],False,"""틀딱 벌레충들 ㅂㄷㅂㄷ 개꿀잼이노 ㅋㅋ""","""틀딱 벌레충들이 재미있다는 내용입니다.""",{},{}
1171,['Politics'],False,"""짱개자본엔 평생 굴복할 기세던데 ㅋ""",짱개자본에 굴복할 것이라는 의견입니다.,{},{}
1172,['Not Hate Speech'],False,"신성록, 봉태규 분량 많아졌으면 좋겠음. 연기 잘해서 빠져들게 됨.","신성록과 봉태규의 분량이 늘어나길 바란다는 내용으로, 그들의 연기가 뛰어나서 몰입하게 된다는 점이 강조됨.",{},{}
1173,['Not Hate Speech'],False,박주희씨는 당장 락 콘서트 하나 하셔도 될 필이었음,박주희씨는 즉시 락 콘서트를 열 수 있을 정도로 열정이 넘쳤다.,{},{}
1174,"['Origin', 'Religion']",False,"""ㅋㅋ 웜퇘지들 아주 지랄났네. 배 아파서 악플 신나게 갈길 때는 언제고.""",사람들이 배 아파서 악플을 남기는 상황을 비꼬는 내용입니다.,{},{}
1175,['Religion'],False,메갈 동성애자가 오소리다 지금 북한 2인자 뉴스에 댓글 쉴드중 그래서 여기 안옴,메갈 동성애자가 북한 2인자 뉴스에 댓글을 달고 있어 여기에는 오지 않는 상황이다.,{},{}
1176,"['Origin', 'Physical']",False,"""생긴게 진짜 딱 더불민주스럽네~~""",더불어민주당의 특징을 잘 나타내는 모습이라는 의미입니다.,{},{}
1177,"['Politics', 'Age']",False,쪽바리 새끼도 걱정해야되나,쪽바리 새끼에 대한 걱정이 필요하다는 내용입니다.,{},{}
1178,['Not Hate Speech'],False,사유지 침입해서 영화찍은거면 불법아니냐?,사유지에 무단으로 들어가 영화를 찍는 것은 불법이다.,{},{}
1179,['Age'],False,여동생 진짜 염치없는 년일셐ㅋㅋㅋㅋ 니도가서 약빰?,여동생이 염치가 없다는 내용의 농담입니다.,{},{}
1180,['Not Hate Speech'],False,모두가 거짓기사임..같이 찍은 사진도 없고 지디가 아니라고 분명히 못을 박았음..집근처 사진은 나도 하겠다..구하라 설리도 연합했니? 사진보니 친구인거 같던데? 여기서 왜나와? 이제 안되니까 치밀하게 계획해서 몰아가기 알바쓰고 제대로 한건 크게 관종짓을 했네..ㅉㅉ..알바들이나 믿지..대중은 안 믿어...스쳐간 인연이니 이제는 스토커 그만해 ...제발~~~,"모두가 거짓기사라고 주장하며, 지디가 아니라고 분명히 말했음을 강조하고 있습니다. 집 근처 사진을 찍는 것에 대해 언급하며, 구하라와 설리가 연합했는지 의문을 제기하고 있습니다. 이들은 치밀하게 계획을 세워 대중을 속이려 한다고 비판하며, 대중은 이들을 믿지 않을 것이라고 말하고 있습니다. 마지막으로, 스토커 행위를 그만두라고 요청하고 있습니다.",{},{}
1181,['Not Hate Speech'],False,폐지프로그램임. 날라리되서 맨날 나이트가고 여자끼고술먹고. 이런걸 또 섹시하단다. 애들이 배욱겠다 아주,"폐지 프로그램으로, 주인공이 나이트클럽에 가고 술을 마시는 모습을 보여주며, 이를 섹시하다고 표현하는 내용이다. 아이들이 이를 보고 배울까 걱정하는 분위기이다.",{},{}
1182,['Physical'],False,남자 아이돌이 저랬으면 훈훈하다 도배했을 달창들,남자 아이돌이 그런 행동을 했다면 팬들이 많이 좋아했을 것이라는 내용입니다.,{},{}
1183,['Not Hate Speech'],True,"""빠빠빨간 맛 궁금해 허니~""",,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
1184,['Origin'],False,"""내친구 박영선있는데 더럽게무식하고 못생겼는데 ㅋ""",내 친구 박영선은 무식하고 못생겼다.,{},{}
1185,['Not Hate Speech'],False,이쁜이수술인가요?,이쁜이수술에 대한 질문입니다.,{},{}
1186,"['Politics', 'Age']",True,"""뻔뻔한것들 그러니 중국이지 ㅂㅅ집단! 더러운집단! 야만집단! 흉노 여진족""",이쁜이수술에 대한 질문입니다.,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}"
1187,['Not Hate Speech'],False,노처녀들이 좋아하는 드라마의 정석,노처녀들이 선호하는 드라마의 특징과 요소를 다룬 내용입니다.,{},{}
1188,['Not Hate Speech'],False,외제차사지말고외제차살돈으로아들양육비나보내라ㅉㅉ,외제차를 사지 말고 그 돈으로 아들 양육비를 보내라는 내용입니다.,{},{}
1189,['Politics'],False,"""짱깨 부터나 막아라""","요약: ""짱깨부터 막아라""는 특정 대상을 막아야 한다는 의미의 문장입니다.",{},{}
1190,['Not Hate Speech'],False,아무튼 우리나라 악플러들..지들은 지가 악플런지 모르지..,우리나라의 악플러들은 자신이 악플을 다는지 인식하지 못하고 있다.,{},{}
1191,['Not Hate Speech'],False,"""전라도 신안앞바다 염전노예들이 생각나네""",전라도 신안 앞바다의 염전에서 일하는 노예들을 떠올리게 된다.,{},{}
1192,['Not Hate Speech'],False,손예진 이뻐,손예진이 아름답다.,{},{}
1193,['Not Hate Speech'],False,"""유공자 주는 현정부 ㅋㅋㅋ""","요약: ""현정부가 유공자에게 혜택을 준다.""",{},{}
1194,['Not Hate Speech'],False,대통령님 멋지십니다!!,대통령님이 멋지다는 내용입니다.,{},{}
1195,['Not Hate Speech'],False,선예 선애 항상 해깔려,선예와 선애는 항상 헷갈린다.,{},{}
1196,['Physical'],False,"""문무능대왕 이랑 비슷하네 나라를 말아먹는건""",문무능대왕과 비슷하게 나라를 망치고 있다는 내용입니다.,{},{}
1197,['Not Hate Speech'],False,여자는 집에서 애나 보고 집안일이나 해라.. 니들이 부르짖던 세상에 나와보니 사실상 니넨 회사에 별 도움이되지 않는다는걸 알겠지? 이불밖은 위험하다 그냥 결혼해서 애나 낳고 가족걱정 안하게 집안일에 올인하자,"여자는 집에서 애를 돌보고 집안일에 전념하라는 주장을 하며, 사회에서의 역할에 대한 회의감을 표현하고 있다. 결혼하고 가족을 돌보는 것이 더 안전하다고 강조하고 있다.",{},{}
1198,['Not Hate Speech'],False,한국은 작은 나라. 건너건너면 다 알게된다. 막나가는 애들아. 지금은 모르지.,한국은 작은 나라이기 때문에 사람들에 대한 정보가 쉽게 퍼진다. 지금은 그 사실을 잘 모를 수도 있다.,{},{}
1199,['Age'],False,염병도 풍년.....,염병이 유행하고 있다.,{},{}
1200,['Physical'],False,한국남자들은 하나같이 주제파악을 못하냐,한국 남자들이 주제 파악을 잘 못한다는 의견입니다.,{},{}
1201,['Not Hate Speech'],True,"""그래 나중에 니 자식한테 실컷 먹여라 ㅋ""",한국 남자들이 주제 파악을 잘 못한다는 의견입니다.,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}"
1202,['Not Hate Speech'],False,이게 진심 재밌었음? 존나지루했는데조인성 장군역 진짜 안어울리더만 발성도 이하고,이 내용은 어떤 작품이 재미없었다는 의견과 조인성이 장군 역할이 잘 어울리지 않았다는 비판을 담고 있습니다.,{},{}
1203,['Not Hate Speech'],False,"""요즘은 40대도 틀니 끼우나? 치아관리좀 하시지 ㅋㅋ""","40대도 틀니를 사용하는 경우가 많아졌다는 내용으로, 치아 관리를 강조하는 유머가 담겨 있다.",{},{}
1204,['Origin'],False,"저 뚱땡이가?? 살이 파묻혀 보이지도 않겠는데, 저 뚱땡이가?? 픕~;; ㅋㅋㅋ",뚱땡이에 대한 농담과 웃음을 표현한 문장입니다.,{},{}
1205,['Not Hate Speech'],False,잘됐다! 못된녀석들,잘됐다! 못된 녀석들.,{},{}
1206,['Not Hate Speech'],False,너이들이나 연기해라 서은수 잘한다 이놈들,서은수가 잘 연기하니 너희도 연기해라.,{},{}
1207,"['Physical', 'Gender']",False,"""역겹다 민주당 댓글 부대 3040""",민주당의 댓글 부대에 대한 부정적인 감정이 표현되고 있다.,{},{}
1208,['Not Hate Speech'],False,아버지가 아들 앞길 제대로 막네,아버지가 아들의 진로를 방해하고 있다.,{},{}
1209,['Not Hate Speech'],False,와씨 피해자 불안감 어쩔거야 정신적피해.. 진짜 쌩양아치보다 못한놈들 ㅉㅉ,"와씨 피해자들이 정신적 피해로 불안감을 느끼고 있으며, 가해자들이 정말 나쁜 사람이라는 불만이 표현되고 있다.",{},{}
1210,['Age'],False,드라마 진심 개 조옷같이 만들었다.접는다.갈수록 억지설정에 찌질 화병남 ㅋㅋ,드라마가 억지 설정과 찌질한 캐릭터로 인해 실망스럽다는 의견입니다.,{},{}
1211,['Not Hate Speech'],False,둘이 잘 살고 있음 된거지뭐!!,둘이 잘 지내고 있다는 내용입니다.,{},{}
1212,['Not Hate Speech'],False,"""거시기도에 많이 지원하나?""",거시기도에 대한 지원이 많은지에 대한 질문입니다.,{},{}
1213,['Politics'],False,"""절라도 염전노예가있는 그쨕 섬있잖아?ㅋ""","""절라도에 염전노예가 있는 섬이 있다.""",{},{}
1214,['Not Hate Speech'],False,"""아시히 맥주 좋아하는데 안팔아서 못먹는다...""","아시히 맥주를 좋아하지만, 판매하지 않아 마실 수 없다.",{},{}
1215,['Origin'],False,"""그전에, 만지고 싶을만큼 생겼어야지...""","요약: ""그 전에 매력적이어야 했다.""",{},{}
1216,['Physical'],False,"""문빠들 아주 노발대발 바쁘네""",문빠들이 매우 분노하고 바쁘다는 내용입니다.,{},{}
1217,['Physical'],False,"""👽소득주도성장으로 민생 망친 문재인에 의한 정치적 타살이다.""",문재인의 소득주도성장이 민생에 부정적인 영향을 미쳤다는 주장이다.,{},{}
1218,['Not Hate Speech'],False,너무 늙어서 애를 못가지니까 남편쪽에서 이혼하자고 했나?,남편이 이혼하자고 한 이유는 아내가 나이가 많아 아이를 가질 수 없기 때문이다.,{},{}
1219,['Not Hate Speech'],True,"""화환까지 눕혔으면 좋았을 텐데...""",,{},"{'filtered': True, 'category': 'self_harm', 'severity': 'medium'}"
1220,['Not Hate Speech'],False,"""정신못차리는 조선!!""",조선이 정신을 차리지 못하고 있다는 내용입니다.,{},{}
1221,['Age'],False,이 백봉기닮은새기좀 그만 봤으면,이 백봉기닮은새기 더 이상 보고 싶지 않다.,{},{}
1222,['Age'],False,"""미친 욘이네 ㅂㅈ 대주고 놀때는 언제고 이제 헤어졌 다고 미투 ㅂㅈ 투""","요약: ""욘이와 헤어진 후 미투에 대한 불만을 표현하고 있다.""",{},{}
1223,['Not Hate Speech'],False,요즘시대 20살 차이는 20세기 10살 차이에 불과. 백세까지 이쁜 사랑하세요~,"요즘 20살 차이는 20세기 10살 차이와 같으며, 백세까지 사랑하라는 메시지입니다.",{},{}
1224,['Not Hate Speech'],False,"""시끄럽다 임마! 아픈데 없는사람이 어디있냐! 참 전라도놈들은 가지가지한다!""","""전라도 사람들은 시끄럽고, 아픈 사람은 없다며 불만을 표현하고 있다.""",{},{}
1225,['Not Hate Speech'],False,아빠가 조 성모 이면 아들은 조 예수로 해야 바로 이맛 이닙니까~~~,아빠가 조 성모라면 아들은 조 예수여야 한다는 내용입니다.,{},{}
